Date,Year,Aircraft,Crash location,Total fatalities,Primary Weather,Matched Keywords,Circumstances
1982-11-12,1982,Cessna 501 Citation I,Wichita-Dwight D. Eisenhower (Mid-Continent) Kansas,0,Storm/Wind,wind,"A non-pilot mechanic employed at the manufacturer's facility took off in the aircraft. The aircraft was observed entering a very steep climb and appeared to stall. The nose was lowered and the aircraft turned left and entered a downwind leg to runway 01R. It then turned onto a low base leg and continued to a very low final. After several oscillations in roll the aircraft touched down 557 feet short of the runway and collided with approach light stanchions. The mechanic had been and was, at the time of the accident, under psychiatric care (schizophrenia)."
1982-11-14,1982,Piper PA-31-310 Navajo,Martinsville-Blue Ridge Virginia,8,Snow/Ice,ice,"The pilot filed an IFR clearance and took off on runway 30 after dark. At that time, the airport manager was in his living quarters, getting ready to eat his evening meal. He reported that from his position, the takeoff height looked normal. As the aircraft departed, he noticed no unusual sounds, except he heard what he thought was shots from a rifle. Another witness heard what he described as a loud pop and the sound of engine sputter followed by a crash sound. Later, the aircraft wreckage was found about 1,5 mile northwest of the airport. The investigation revealed that it had collided with trees and the wreckage was scattered over an area about 1,000 feet long. No preimpact malfunction or failure of the engines was found. The propeller blades were found twisted and bent. The flight controls were all accounted for and examined and no preimpact failures were found. No bullet impact marks were found on any piece of the wreckage. All eight occupants were killed."
1982-11-18,1982,Cessna 551 Citation II,Mountain View Missouri,3,Rain,"rain, ice, fog, visibility, wind","On November 17, 1982, the pilot called Vichy Flight Service Station (FSS) and filed a request for an instrument flight rules (IFR) clearance for a flight from Mountain View Airport, Mountain View, Missouri, to Lambert - St. Louis International Airport, St. Louis, Missouri, for the following day. The pilot requested the IFR clearance for a 0930 departure. The flight was to be operated under 14 CFR Part 91, and the purpose of the flight was to transport the pilot, who was the president of the company which owned N2CA, and two passengers to St. Louis. Neither passenger was a pilot. Earlier on November 17, the pilot and the company's chief pilot had flown N2CA to Mountain View Airport from St. Louis. The chief pilot said that there were no mechanical deficiencies with the airplane, but that he believed that some of the avionics equipment was slow to warm up and become operationally usable. The Global Navigation System (GNS) 1 / required 4-5 minutes to become operationally usable from the time it was turned on. According to the chief pilot, the attitude director indicator (ADI) on the pilot's side also required more time to become operationally usable than some of the other avionic equipment. He stated that there had been occasions when ""we've had to sit for 1- 1 1/2 minutes waiting for the artificial horizon to leave its caged position and go to the normal flight position."" He also stated that in the last 10 flying hours, the pilot's heading indicator required more time ""than normal to come on line."" He said that the pilot had mentioned to him on the previous day that it was taking an increasingly longer time for the flag to disappear before the heading indicator was ready for use in flight. According to the chief pilot, the pilot stated that he (the pilot) occasionally would use the copilot's heading indicator during takeoff until the heading information on the pilot's side was operationally usable. After the flight to Mountain View Airport on November 17, the airplane was refueled with all tanks filled to capacity. A jet-A fuel supply recently had been installed at the airport; the airplane therefore could be ""topped off"" at Mountain View Airport instead of having to make an extra refueling stop. As a result, the airplane was about 3,400 lbs heavier for flight on the 18th than it had been in past takeoffs from Mountain View Airport. About 0730 2/ c.s.t., November 18, the pilot called a fixed-base operator at Lambert - St. Louis International Airport and inquired about the weather. The operator was neither a pilot nor a weather observer. He told the pilot that the visibility was at least 1 1/2 miles, and the ceiling was ""fairly low."" The operator called the Lambert - St. Louis Air Traffic Control (ATC) Tower and inquired about ATC delays. He then called the pilot back and relayed information about the ATC situation. There was no record of any other weather briefing. At 0909, the pilot called the Vichy FSS for the IFR clearance. The pilot told the FSS specialist that he would need 15 minutes to get to the airport. He was given the clearance which was valid until 0930. The telephone conversation ended at 0914. The call was placed from the pilot's home. Meanwhile, the chief pilot had conducted a preflight inspection of N2CA, and had taken the airplane out of the hangar. The pilot left his home shortly after 0915 and arrived at the airport between 0920 and 0925. The pilot then loaded the baggage and boarded the two passengers. The chief pilot said that both engines had been started by the time he had driven the tug back to the hangar and started to close the hangar door. The airplane remained on the ramp for I5 to 30 seconds while a person handed some company material to the pilot through the cockpit window. The pilot was in the left cockpit seat, and a male passenger was in the right cockpit seat. The airplane was immediately taxied directly to runway 28, a distance of about 225 feet. The chief pilot said that the airplane was stopped on the runway for 30 to 60 seconds before the takeoff roll started. He said it was exactly 0930 by his watch when the takeoff roll started. He said that, assuming that the generators were turned on as soon as the second engine was started, about 2 minutes elapsed from the time they were turned on to the time the takeoff roll was started. The chief pilot and another pilot at the airport described the takeoff as normal, although the airplane required about three-quarters of the runway before liftoff. The airplane disappeared from sight when it was 20 feet to 50 feet above the runway. The witnesses described the weather as low ceilings, reduced visibility because of fog, but no rain. The runway was damp from 8 previous rainfall. No significant winds were noted. There were no witnesses to the accident. One person, located one-half mile northeast of the accident site, heard a ""jet'' fly over his house in a southwesterly direction and shortly afterward heard an explosion. A second person, located one-fifth mile north of the accident site, heard the airplane fly over his house on a southerly heading. He heard a loud explosion and immediately thereafter saw a fire in the woods. He and his sons ran toward the explosion. One son returned to call the sheriff; the call was placed through the operator and was logged at the sheriff's office at 0934. A call was received at a nearby State Police office at 0936. The airplane crashed in a woods about 1.75 miles due north of Mountain View Airport on a heading of 120'in an attitude that was at least 30' nose down and a left bank of 90'. The airplane wreckage was spread over a 400-square-foot area. All three occupants died in the accident."
1982-11-18,1982,Piper PA-61 Aerostar (Ted Smith 601),Sheboygan-County Memorial Wisconsin,0,Snow/Ice,"ice, fog, haze",The pilot noticed haze in lights at destination but had excellent ground contact throughout the approach. At threshold he entered dense ground fog and lost all visual contact. The aircraft crashed during the go-around. The pilot was seriously injured.
1982-11-20,1982,Rockwell Turbo Commander 680/681,Atlanta-William Berry Hartsfield Georgia,0,Rain,"rain, fog, cloud, visibility, overcast","The pilot reported that on the previous flight, the center fuel tank gauge was malfunctioning and indicated 800 lbs even when it was full with 1400 lbs. After landing at Charlotte, NC, it was still indicating 800 lbs. Before takeoff, the center tank was refilled. While en route about 40 miles west of Atlanta, GA, the pilot noted that the fuel gauge indicated 500 lbs and was dropping rapidly. A few minutes later, both engines flamed out. Vectors were obtained to fly to the nearest airport. During the descent, the engines were restarted. The pilot intercepted the ILS and remained high on the glide slope. The weather at the airport was reported as 100 feet overcast, visibility 1/4 mile with fog and rain. The aircraft broke out of the clouds approximately 2/3 of the way down the runway, then continued off the end of the runway and went thru ILS antenna array. An exam revealed the center fuel cap was missing, it was found in the grass near the parking ramp at Charlotte. The fuel cap was found to be worn and would not lock securely."
1982-11-29,1982,Boeing B-52 Stratofortress,Castle AFB California,0,Rain,rain,"Following an uneventful training mission out from Castle AFB, the crew was returning to his base. After landing, the crew started the braking procedure when a fire erupted in the nose gear section. The aircraft was stopped and all six crew members escaped with no injuries. The aircraft was destroyed by fire."
1982-11-29,1982,Antonov AN-26,Bibala Namibe,15,Rain,"rain, visibility","Following an uneventful flight at FL140, the crew initiated the descent to Lubango Airport in poor visibility due to heavy rain falls. At an altitude of 7,400 feet, the airplane struck the slope of a mountain located near Bibala. The wreckage was found about 22 km northwest of Lubango Airport, some 20 meters below the summit. The aircraft was destroyed and all 15 occupants were killed."
1982-12-09,1982,De Havilland DHC-2 Beaver,Klawock Alaska,8,Rain,"rain, fog, cloud","At 1236 the flight departed Ketchikan seaplane base with a special VFR clearance and at 1240 reported clear of the control zone. The next and last transmission by the pilot was made to the company via FM radio at about 1340. This report was issued in the vicinity of Happy Harbor (passing over Kasaan Island) and was the approximate mid-point of the flight to Craig. Witnesses reported seeing the aircraft flying southwest over Twelvemile arm toward Hollis. Upon reaching Hollis the flight would be expected to turn west and cross inland over Prince of Wales Island until reaching the west shoreline and thence directly to Craig. There was a fog bank about 2 miles prior to Hollis in Twelvemile arm and the aircraft was observed to reverse course as the weather was approached and proceed north. The aircraft was lost from sight due to trees and rapidly upsloping terrain. An increase in engine sound was heard prior to the crash. Witnesses described the clouds as essentially broken with bases at about 1,000 feet over the water and obstructing the tops of some of the higher islands. All eight occupants were killed in the crash."
1982-12-12,1982,Douglas C-47 Skytrain (DC-3),Mariquita Tolima,5,Rain,rain,"The airplane departed Girardot Airport bound for Mariquita on a training flight. After the crew completed nine touch-and-go at Mariquita Airport, the crew took off for a new local circuit. During initial climb, the pilot-in-command initiated a sharp turn to the left when the left wing tip struck the ground, causing the aircraft to crash near the airport. The aircraft was destroyed by impact forces and a post crash fire and all four crew members were killed as well as one people on the ground."
1982-12-16,1982,Boeing B-52 Stratofortress,Sacramento-Mather California,9,Rain,rain,"The crew was engaged in a local training flight at Sacramento-Mather AFB, consisting in a Minimum Interval Takeoff and Landing (MITO) mission. The crew started the takeoff procedure 10 seconds after a first USAF B-52 that departed the same runway. After liftoff, during initial climb, the airplane encountered wake turbulences. The pilot-in-command decided to reduce the engine power but his reaction was excessive, causing all eight engines to flame out. Due to a loss of speed, the aircraft stalled and struck the ground. It exploded on impact and debris were found on a 400 yards distance. All nine crew members were killed. Crew: Maj James Henry York, pilot, Cpt Lyle Allen Brunner, instructor, Cpt Dennis Earl Davis, electronic warfare instructor, M/Sgt Jere E. LeFever, gunner, 2nd Lt Scott A. Semmel, student copilot, 2nd Lt Peter M. Riley, student copilot, 2nd Lt Richard P. Robeson, student navigator, 2nd Lt Benjamin C. Berndt, student navigator, 2nd Lt Daniel N. Bader, student navigator."
1982-12-22,1982,Piper PA-31-350 Navajo Chieftain,Uchon Saône-et-Loire,10,Fog/Cloud,cloud,"The twin engine airplane was performing a taxi flight from Rotterdam to Montceau-les-Mines with an intermediate stop in Troyes, carrying eight businessmen and two pilots. After leaving Troyes-Barberey Airport, the crew continued bound to the south under VFR mode at an altitude of 4,000 feet. About half an hour into the flight, the crew informed ATC he was descending to 2,000 feet. About six minutes later, while cruising in clouds, the aircraft struck trees and crashed in a wooded area located in the Bois de la Ravière, bursting into flames. The wreckage was found near Uchon, about 25 km northwest of Montceau-les-Mines Airport. The aircraft was totally destroyed by impact forces and a post crash fire and all 10 occupants were killed."
1982-12-23,1982,Antonov AN-26,Rostov-on-Don Rostov oblast,16,Fog/Cloud,"fog, visibility","The aircraft was completing a cargo flight from Sukhumi to Krasnovodsk with intermediate stops in Krasnodar and Rostov-on-Don, carrying 12 passengers (pilots and engineers), four crew members and a load of one ton of mandarins and Christmas trees. Upon departure from Rostov-on-Don Airport, weather conditions were poor due to the night and fog, reducing the vertical visibility to 60 meters and the horizontal visibility to 720 meters. Rotation was made after a course of 750 meters at a speed of 233 km/h. While climbing to a height of 170 meters, at a speed of 320 km/h, the captain requested the flaps to be raised when the aircraft lost height and initiated a descent with a positive acceleration of 1,5 G and with a rate of 5-7 meters per second. In a nose-down attitude and at a speed of 405 km/h, the airplane struck pine trees and crashed in a wooded area located 5 km from the airport, bursting into flames. The accident occurred one minute and 40 seconds after takeoff. The burned wreckage was found 1,180 meters to the left of the approach path. The aircraft was destroyed and all 16 occupants were killed."
1982-12-24,1982,Piper PA-31-350 Navajo Chieftain,Dubuque Iowa,2,Fog/Cloud,"fog, visibility","At 2015 the flight contacted ARTCC and requested Dubuque weather. They were advised that Dubuque was 500 feet indefinite ceiling, sky obscured, visibility 1/2 mi fog and they would be vectored for a back course runway 13 approach. The flight then requested the front course approach to runway 31 and the controller advised the flight that it would be vectored to the ILS front course approach to runway 31. Approximately 40 seconds later the flight advised the controller that it would take the back course approach to runway 13. The landing minima for a straight-in ILS runway 31 is 1/2 mile visibility and for a straight-in LOC/DME back course approach to runway 13 3/4 mile visibility. The aircraft's wreckage was found in a valley about 3/4 mile short of runway 13 and approximately 100 feet below the runway elevation about two days after the crash. Both occupants were killed."
1983-01-02,1983,Cessna 340,Monterey California,0,Snow/Ice,ice,The aircraft began to lose power at about 400 feet agl after takeoff and the pilot elected to land along the shoreline in the ocean. The aircraft ditched about 100 yards off shore. All 4 occupants were able to exit thru the airstair door and received only minor injuries. The aircraft sank after about 5 minutes. It was not recovered from the 27 feet deep water. Two occupants swam ashore and two were rescued by the coast guard. The line attendant who serviced the aircraft mistook it for a king air. The pilot requested that all four tanks be topped off. The line attendant added 110 gallons of Jet A fuel.
1983-01-03,1983,Cessna 303 Crusader,Willard Washington,5,Snow/Ice,"ice, icing","Before takeoff, the pilot received a weather briefing and filed an IFR flight plan to Idaho Falls, ID at 13,000 feet. He took off at 1804 pst. At 1814 pst, just prior to calling level at 13,000 feet, he reported he was encountering light turbulence and light rime ice. Approximately four min later, the pilot reported experiencing heavy vibrations. He requested and received a clearance to return to Portland and descend to 7,000 feet. Shortly after that, the aircraft entered a tight descending turn which the pilot reported he was having difficulty arresting. He reported regaining directional control at 6,000 feet and said the aircraft had a heavy load of ice. Shortly thereafter, the aircraft crashed in mountains at the 3,130 feet level. Due to damage from impact and wreckage retrieval, the preimpact condition of all deicing components was not verified. The aircraft was not certified for flight in known icing conditions. Moderate mixed icing condition and moderate turbulence were forecast. The pilot was briefed there had been reports of moderate icing thru-out the area. All five occupants were killed."
1983-01-03,1983,Canadair CL-600 Challenger,Hailey-Friedman Memorial Idaho,2,Rain,"rain, snow, cloud, visibility","The aircraft crashed into the side of a mountain ridge during a VFR attempt to land at an airport with no instrument approach. The mountain ridge was obscured by broken clouds. The pilot had cancelled his IFR clearance, and during the descent to the airport, he had descended below clouds near the airport with clouds still obscuring some of the terrain. One mile visibility was a requirement for the VFR approach. According to witness statements, the aircraft continued to remain below the clouds and the pilot continued the approach even though he was not properly positioned to make a successful landing. The pilot had a partial occlusion of a coronary artery, but its relationship to the accident was not determined. The aircraft impacted at about 6,250 feet msl. The field elevation is 5,315 feet msl. The accident site was about 2 1/2 mi from the airport. The airport was located in a mountain valley about 1 to 1.25 mi wide. Also, the airport and surrounding terrain were covered with snow. Both pilots were killed."
1983-01-05,1983,Piper PA-60 Aerostar (Ted Smith 600),Almy Wyoming,1,Storm/Wind,wind,"Before departing, the pilot obtained a weather briefing and was advised of a sigmet which forecasted severe turbulence below 18,000 feet, strong up/downdrafts, strong surface winds and wind shear near mountains and in passes. He took off with full fuel tanks and approximately 400 lbs of cargo on board. ARTCC reported that the en route portion of the flight was handled routinely. During arrival, the pilot contacted the airport unicom for a landing advisory. A King Air pilot was arriving at about the same time and asked the Aerostar pilot if he was making a full stop. The Aerostar pilot replied that he was. The King Air pilot lost sight of the Aerostar and began a 360° turn. He asked the Aerostar pilot to advise of his position, and shortly thereafter, the Aerostar pilot transmitted three mayday calls. Reportedly, the aircraft nosed up and went into a steep right bank just before impact. No preimpact mechanical failure/malfunction was found. There was evidence that most of the cargo was in the baggage compartment (limited to 240 lbs) and could have moved the CofG well beyond the aft limit. Elevator trim found full nose down. The pilot, sole on board, was killed."
1983-01-11,1983,Lockheed 18 LodeStar,Madison Georgia,0,Storm/Wind,wind,"The pilot reported that after he taxied to the rwy, the n°1 oil temperature was not up to the minimum temperature. He set the parking and advanced the n°1 throttle to 1,500 rpm until the engine warmed up. When both oil temperatures were within limits, he advanced both throttles to 30 inches manifold pressure and 2,250 rpm for a pretakeoff check. At that time, he used the normal (toe) brakes, since the parking brake would not hold the aircraft above approximately 1,700 rpm. He then applied full power and released the brakes for takeoff. As he started to roll with a slight left crosswind, the aircraft began drifting left. He corrected with right rudder, some right brake and right aileron. The aircraft then began drifting right and the pilot suspected a wind-shift from that direction. He applied left rudder and right aileron, but the plane veered right, went off the runway and headed for a ditch. Unable to stop, the pilot tried to clear the ditch. As the aircraft became airborne, the left wing dropped and hit the ground, and the aircraft yawed and crashed. The parking brake was found partially engaged. Tire marks were evident on the runway. All four occupants escaped uninjured."
1983-01-11,1983,Douglas DC-8,Detroit-Metropolitan-Wayne County Michigan,3,Snow/Ice,ice,"United Flight 2885 departed Cleveland at 01:15 for a cargo flight to Los Angeles via Detroit. The DC-8 arrived at Detroit at 01:52. Cargo for Detroit was unloaded, the airplane was refueled, and cargo for Los Angeles was loaded. The engines were started, and then the crew called for taxi instructions at 02:45:58. During the taxi, the flightcrew accomplished the before takeoff checklist. The second officer called ""trim"" and the first officer responded ""set"". The flightcrew however, inadvertently overlooked setting the stabilizer trim for takeoff, and the setting of 7.5 units ANU was the previous landing trim setting. At 02:49:16, the captain, the first officer, and the second officer discussed the idea of the first officer switching seats with the second officer. They then switched seats about 02:49:40. United 2885 called for clearance onto runway 21R at 02:49:58 and was cleared for takeoff at 02:50:03. The throttles were advanced for takeoff at 02:51:05 and power stabilized 7 seconds later. Speed callouts ""eighty knots"" and ""Vee One"" were called by the captain and the airplane broke ground about 02:51:41. The airplane continued to climb with wings level to about 1,000 feet. The airplane then rolled to the right in a gradual right turn until it was in a wings vertical position (right wing down, left wing up) and crashed into a freshly plowed farm field."
1983-01-16,1983,Boeing 727-200,Ankara-Esenboga Central Anatolia Region (Iç Anadolu Bölgesi),47,Snow/Ice,snow,"On final approach to Ankara-Esenboga Airport by night, the crew encountered poor weather conditions with snow falls. On short final, the three engine airplane struck the ground 50 meters short of runway and crashed, bursting into flames. Twenty occupants were injured while 47 passengers were killed."
1983-01-22,1983,PZL-Mielec AN-2,Ponikla Orenburg oblast,4,Rain,"rain, snow","The single engine airplane departed Buguruslan Airport at 1332LT on a local training flight, carrying one pilot, one instructor and two cadets. Weather conditions were marginal due to snow falls. After several circuits were completed at an altitude of 700 meters, the crew informed ATC he was descending to 300 meters when control was lost. The airplane lost altitude and crashed in an open field located in Ponikla, bursting into flames. The aircraft was destroyed and all four occupants were killed."
1983-01-26,1983,Piper PA-31-310 Navajo,Miami-Opa Locka Florida,0,Rain,rain,"The pilot and a prospective buyer/passenger were on a local demonstration flight. Prior to this flight, the aircraft had been parked for nearly one year. Since the last annual inspection on 12 January 1982, it had been flown only 66 hours. During the preflight, the pilot found the fuel tanks between 1/4 full and empty. The sumps were drained, the main tanks were filled, then the sumps were drained again. After takeoff, the pilot leveled the aircraft at 1,500 feet in a cruise configuration. Shortly thereafter, the left engine began running rough, backfiring and losing power. The pilot turned back toward the airport, but the engine lost all power and the propeller was feathered. While returning, the right engine's cylinder head and oil temperature began rising above the red line. Subsequently, it began losing power and a wheels-up, forced landing was made in an open field. An examination revealed that both engines were out of time, firing was intermittent and distributor block on the left engine was burned due to incorrect timing. Also, the left turbocharger gate was stuck open and the left fuel filter was partially clogged. Both occupants escaped uninjured."
1983-01-27,1983,Mitsubishi MU-2 Marquise,Scottsdale Arizona,6,Rain,"rain, storm, wind, thunder","The aircraft diverted from Scottsdale to a flight course to Sedona because of thunderstorms and high winds at Scottsdale, but after a radio conversation with Scottsdale tower, the pilot decided to reroute to land at Scottsdale. The pilot did not read back the weather correctly to Scottsdale tower. After descending in rain and turbulence, the pilot reported to Scottsdale at 1857 that 'we think we have the arpt at nine o'clock.' the plt was cleared to make a visual approach to rwy 21. The twr never established visual contact with the acft & was unable to make further radio contact the last recorded radar contact showed the acft at 2200 ft descending, 2 miles from scottsdale on a bearing of 075 degrees. The acft contacted the ground left wing & nose low in a landing configuration on a heading of about 300 degrees. The acft slid about 770 ft, losing the engines, wings & landing gear before stopping. A post accident examination of the wreckage showed no signs of pre-impact conditions that would have affected normal operations."
1983-02-01,1983,De Havilland DHC-2 Beaver,Popham Hampshire,0,Rain,rain,"The crew (on student pilot and one instructor) was completing a local training flight at Popham Airfield. On final approach, the student pilot mistakenly selected full flaps, causing the aircraft to lose height and struck the ground. Upon impact, the undercarriage were torn off and the aircraft was written off. Both occupants were uninjured."
1983-02-03,1983,Rockwell Grand Commander 680,Sunbury Pennsylvania,2,Rain,"rain, drizzle, snow, ice, icing, fog, cloud","At approximately 0928 est, the pilot obtained a FSS weather briefing by telephone. He was briefed on conditions of low ceilings, fog, light rain, drizzle, snow and blowing snow along his route. However, he did not ask about icing conditions and the briefing did not include a fight precaution for icing nor a sigmet (issued at 0820 est) which forecasted moderate to severe mixed icing. While en route, the pilot made several altitude changes by request. When he was queried about a heading deviation, he replied 'we're having a little problem.' this was the last radio contact. ATC received no radio calls concerning icing problems or an emergency. Witnesses near the crash site saw the aircraft come out of the clouds in a near vertical descent, rotating in a nose down attitude, then impact and burn. Airframe ice up to 1/2 inch thick was found on/near parts that were not fire damaged."
1983-02-15,1983,Piper PA-31 Cheyenne,Neerach Zurich,0,Snow/Ice,snow,"On final approach to Zurich-Kloten Airport runway 14, after passing over the outer marker, both engines failed simultaneously. The pilot reduced his altitude and completed an emergency landing in a snow covered field located in Neerach, about 6,5 km short of runway threshold. All three occupants escaped with minor injuries while the aircraft was damaged beyond repair."
1983-02-15,1983,De Havilland DHC-6 Twin Otter,Hailey-Friedman Memorial Idaho,0,Snow/Ice,snow,"About 1100 mst, on February 15,1983, a Sierra Pacific Airlines DHC-6, operating as Transwestern Flight 868, crashed during its final approach to a landing on runway 31, 1.7 mile south of the Friedman Memorial Airport at Hailey, Idaho. Flight 868 was a regularly scheduled commuter passenger flight between Boise and Hailey, Idaho. There were two flightcrew members and six passengers on board the flight. One passenger escaped with minor injuries, but all the other occupants sustained serious injuries in the accident. There was no fire. About 800 feet above the small town of Bellevue, 2 miles south of the airport, the captain reduced power in order to configure the airplane for its final approach. Immediately afterward, the captain realized that he had lost eleva control of the airplane. The airplane nosed over and descended steeply. The captain attempted to control the pitch of the airplane by adding power; it began to recover but it crash landed on a highway in a slight nosedown attitude, with the right wing slightly down The airplane then veered off the highway, struck a 4-foot-high snowbank, and broke apart."
1983-02-15,1983,Cessna 340,Aspen-Pitkin County-Sardy Field Colorado,4,Fog/Cloud,cloud,"Prior to departure the flight was given an IFR clearance which began at Herls intersection (16 miles NNE) and to cross Herls at or above 16,000 feet msl. Departure airport field elevation is 7,793 feet. Flights are required to proceed VFR to the initial fix of the IFR clearance. After takeoff the aircraft was observed heading northeast toward the mountains. Aircraft departing Aspen usually fly a northern heading, then turn northeast after clearing the mountains. Witnesses stated that the weather was good in the valley north of the airport, but the mountain tops east of the airport were obscured by low clouds. The aircraft crashed 3 1/2 miles northeast of the airport at the 9,000 feet level of an 11,000 feet mountain. The last time the pilot had flown into Aspen was in 1980. All four occupants were killed."
1983-02-15,1983,Douglas DC-3,Shamattawa Manitoba,0,Snow/Ice,snow,"While cruising at an altitude of 700 feet, the crew encountered technical problems with the left engine. The propeller was feathered but as the aircraft was overloaded, it was unable to maintain altitude, descended into trees and eventually crashed in a snow covered area. All four occupants were injured and the aircraft was destroyed."
1983-02-21,1983,Cessna 402,Nagoorin Queensland,1,Rain,rain,"The aircraft was engaged in operating a night freight flight from Brisbane to Gladstone and Rockhampton. The pilot departed Rockhampton as a passenger in another company aircraft at about 2100 hours the night before the accident and was flown to Caloundra. He then flew VH-DIL to Brisbane and after arriving submitted a flight plan for the return flight to Rockhampton giving an estimated time of DEPARTURE Brisbane of 0230 hours. Before DEPARTURE, however, the pilot was required to await the arrival of another aircraft so that freight could be transhipped to his aircraft. DEPARTURE from Brisbane was made at 0301 hours and at 0400 hours the pilot reported the aircraft's position over Gayndah, the pilot was instructed to call on another radio frequency at 0410 hours. No further transmissions were heard from the aircraft. The wreckage was located two days later in mountainous terrain. The aircraft had impacted the ground in a near vertical attitude. Subsequent investigation did not reveal any fault with the aircraft or its systems that could have contributed to the accident. The day before the accident the pilot rose at about 0730 hours after spending the previous night and day at a friends property near Rockhampton. He spent the day at leisure at the property before returning to Rockhampton in the afternoon. After dining at his parents home he proceeded to the airport for the flight to Caloundra. Before departing Brisbane to return to Rockhampton the only sleep the pilot would have had was about an hour on the flight to Caloundra and possibly another short period at Brisbane Airport while waiting for his aircraft to be loaded."
1983-02-22,1983,Boeing 737-200,Manaus-Eduardo Gomes Amazonas,2,Rain,rain,"The crew (one pilot and one instructor) was engaged in a local training flight at Manaus-Eduardo Gomes Airport. After a simulated asymmetrical power takeoff, the airplane encountered difficulties to gain sufficient height. The crew increased engine power but the airplane stalled and crashed in a wooded area located few km from the airfield, bursting into flames. Both pilots were killed. It is believed that the aircraft was on its way to São Paulo Airport, carrying a load of televisions."
1983-03-05,1983,Douglas A-26 Invader,Hubbards Fork Kentucky,1,Snow/Ice,ice,"The pilot and aircraft had been fighting forest fires earlier in the day. A late developing fire necessitated another dispatch. The aircraft arrived on scene and checked in with the lead aircraft circling overhead coordinating the fire fighting efforts. The tanker made two runs over the fire area following the lead aircraft. After the second run, the aircraft banked left in a level turn to make another run without using the lead aircraft. During the third run the tanker struck trees near the top of a 1,800 feet ridgeline. Witnesses on the ground remarked how low the aircraft was. According to the pilot's peers, he took pride in doing his job well and always strove to put the chemical right on target. There had been occasions in the past where this zeal to succeed had resulted in his going lower than the 150 feet agl minimum altitude mandated by forestry service regs. He had, on occasions, returned to base with tree foliage stuck in his aircraft. The pilot, sole on board, was killed."
1983-03-11,1983,NAMC YS-11,Nakashibetsu Hokkaido,0,Snow/Ice,snow,"Following an uneventful flight from Sapporo, the crew started the descent to Nakashibetsu Airport in marginal weather conditions. On final, while completing a last turn to the left at an angle of 30°, the aircraft struck the ground and crash landed in a snow covered field (40 cm deep snow). It slid for few dozen meters and came to rest 100 meters short of runway 23 threshold, broken in two. 31 occupants were injured and 22 other occupants escaped uninjured."
1983-03-11,1983,Douglas DC-9,Barquisimeto Lara,23,Fog/Cloud,"fog, visibility","On approach to Barquisimeto Airport, the crew encountered foggy conditions with limited visibility. On short final, the airplane descended below the glide until it struck the ground 1,015 meters short of runway threshold. On impact, the undercarriages were torn off and the airplane slid on its belly until it came to rest on the runway threshold, broken in two. A crew member and 22 passengers were killed while 27 other occupants were injured."
1983-03-18,1983,Mitsubishi MU-2 Marquise,North Adams-Harriman and West Massachusetts,2,Rain,"rain, cloud","At 1145 the pilot reported VFR conditions and requested radar vectors to the airport. He was issued a cruise clearance of 5,000 feet and given a heading. 18 miles from the airport he reported visual contact with the ground. At 1151 he was asked if he was familiar with the area to which he responded negative. He was then advised of rising terrain in all quadrants, including a mountain '...to almost 3,700 feet, three miles south of the airport.' At 1154 the pilot was advised that the airport was less than a mile at 12 o'clock. The aircraft impacted a mountain two miles south of the airport at about 2,700 feet msl. A witness described the sky conditions as a low ceiling with clouds obscuring the mountain peaks. The airport is uncontrolled and has no published instrument approach procedure. Both occupants were killed."
1983-03-18,1983,Douglas C-47 Skytrain (DC-3),Arequipa-Alfredo Rodríguez Ballón Arequipa,5,Fog/Cloud,visibility,"While approaching Arequipa-Alfredo Rodríguez Ballón Airport, the crew encountered limited visibility due to poor weather conditions. Too low, the airplane struck the slope of a mountain and crashed, killing all five occupants."
1983-03-18,1983,Cessna 414 Chancellor,Göteborg-Landvetter Västergötland,2,Fog/Cloud,"fog, visibility","On approach to Göteborg-Landvetter Airport, the pilot encountered limited visibility due to fog. On short final, the airplane was too low and the right wing struck tree tops. The aircraft lost height and crashed in a wooded area located 250 meters to the right of the extended centerline. A passenger survived while both other occupants were killed."
1983-03-24,1983,Mitsubishi MU-2 Marquise,Jeffersonville Georgia,4,Snow/Ice,icing,"The aircraft was on the return portion of a round trip flight, hauling canceled bank checks. When they boarded before takeoff, the pilot's wife, who was not a pilot, occupied the right front seat and his two daughter's, ages 4 and 6, were in the passenger seats. Previous legs of the flight were accomplished without incident. While en route on the 4th leg, a radar handoff was made from Jacksonville to Atlanta Center at 0225 est and the pilot reported at FL180. This was his last known transmission. At 0230, the ATC controller noted the aircraft was passing Macon VOR. Shortly thereafter, radar contact was lost and efforts to make radio contact were unsuccessful. Several persons in the vicinity heard the aircraft engines alternately at high speed, then demishing, before the accident. The wreckage was found scattered over a 2 miles area. An exam revealed the right wing had failed upward and the left wing and left horizontal stabilizer had failed downward from overload. There was evidence of course reversal and descent before breakup; light turbulence and icing at cruise alt. Reason for descent unknown. All four occupants were killed."
